"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Clathrodictyida"
"Access Time","Fri 2026-01-02 02:56:06 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Clathrodictyida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0264"
"Records Found","1110"
"Records Returned","1110"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"38425","occ","","","2746","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Onnian","Eastonian","453","449","97"
"38438","occ","","","2747","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Onnian","Eastonian","453","449","96"
"38439","occ","","","2747","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Onnian","Eastonian","453","449","96"
"38442","occ","","","2747","? Plexodictyon sp.","genus","3417","","Plexodictyon","genus","3417","Onnian","Eastonian","453","449","96"
"38448","occ","","","2748","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Eastonian","Bolindian","452.3","443.1","95"
"38481","occ","","","2751","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Eastonian","","452.3","449","92"
"38485","occ","","","2751","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Eastonian","","452.3","449","92"
"38539","occ","","","2754","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Eastonian","","452.3","449","92"
"42942","occ","","","3384","Atelodictyon indet.","genus","3349","","Atelodictyon","genus","3349","Early Famennian","","372.15","368.5","191"
"42976","occ","","","3387","Atelodictyon indet.","genus","3349","","Atelodictyon","genus","3349","Early Famennian","","372.15","368.5","191"
"45644","occ","","","3630","Coenostelodictyon cf. krekovi","genus","108060","species not entered","Coenostelodictyon","genus","108060","Lochkovian","","419.62","413.02","220"
"45737","occ","","","3635","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Givetian","","387.95","382.31","219"
"45758","occ","","","3636","Anostylostroma bailliei","genus","3347","species not entered","Anostylostroma","genus","3347","Middle Givetian","","385.9","383.4","219"
"46807","occ","","","3752","? Atelodictyon sp.","genus","3349","","Atelodictyon","genus","3349","Frasnian","","382.31","372.15","191"
"46840","occ","","","3756","? Atelodictyon sp.","genus","3349","","Atelodictyon","genus","3349","Frasnian","","382.31","372.15","191"
"47783","occ","","","3845","Anostylostroma arvense","genus","3347","species not entered","Anostylostroma","genus","3347","Eifelian","","393.47","387.95","257"
"67868","occ","","","4815","Anostylostroma tuntouense","genus","3347","species not entered","Anostylostroma","genus","3347","Late Emsian","","399.5","393.47","274"
"80451","occ","","","5771","Anostylostroma sp.","genus","3347","","Anostylostroma","genus","3347","Early Givetian","","387.95","385.9","357"
"86074","occ","","","6263","Atelodictyon masoncityense n. sp.","genus","3349","species not entered","Atelodictyon","genus","3349","Frasnian","","382.31","372.15","397"
"86076","occ","","","6264","Hammatostroma albertense","species","132014","","Hammatostroma albertense","species","132014","Frasnian","","382.31","372.15","397"
"86078","occ","","","6264","Atelodictyon masoncityense n. sp.","genus","3349","species not entered","Atelodictyon","genus","3349","Frasnian","","382.31","372.15","397"
"89834","occ","","","6706","Atelodictyon sp.","genus","3349","","Atelodictyon","genus","3349","Ludfordian","","425","422.7","404"
"89835","occ","","","6706","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Ludfordian","","425","422.7","404"
"89836","occ","","","6706","Ecclimadictyon cf. fastigiatum","species","328915","","Ecclimadictyon fastigiatum","species","328914","Ludfordian","","425","422.7","404"
"90051","occ","","","6722","Anostylostroma bailliei n. sp.","genus","3347","species not entered","Anostylostroma","genus","3347","Givetian","","387.95","382.31","411"
"90143","occ","","","6729","Gerronostroma cf. gromotuchense","genus","3383","species not entered","Gerronostroma","genus","3383","Frasnian","","382.31","372.15","411"
"94842","occ","","","7117","Hammatostroma sp.","genus","3386","","Hammatostroma","genus","3386","Frasnian","","382.31","372.15","443"
"94849","occ","","","7117","Anostylostroma sp.","genus","3347","","Anostylostroma","genus","3347","Frasnian","","382.31","372.15","443"
"96078","occ","","","7213","Anostylostroma sp. n. sp.","genus","3347","","Anostylostroma","genus","3347","Pragian","Early Emsian","413.02","399.5","458"
"119744","occ","","","9334","Intexodictyon manliusense n. sp.","genus","3393","species not entered","Intexodictyon","genus","3393","Lochkovian","","419.62","413.02","804"
"119756","occ","","","9342","Intexodictyon manliusense n. sp.","genus","3393","species not entered","Intexodictyon","genus","3393","Lochkovian","","419.62","413.02","804"
"125088","occ","","","10131","Anostylostroma spp. n. sp.","genus","3347","","Anostylostroma","genus","3347","Pragian","Early Emsian","413.02","399.5","458"
"147134","occ","","","13008","Atelodictyon sp.","genus","3349","","Atelodictyon","genus","3349","Middle Frasnian","","379","375.2","4245"
"147145","occ","","","13010","Atelodictyon sp.","genus","3349","","Atelodictyon","genus","3349","Middle Frasnian","","379","375.2","4245"
"152396","occ","","","13591","Clathrodictyon striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Sheinwoodian","","432.9","430.6","6128"
"152468","occ","","","13592","Clathrodictyon cf. variolare","species","192916","","Clathrodictyon variolare","species","192915","Sheinwoodian","","432.9","430.6","6128"
"152469","occ","","","13592","Clathrodictyon cf. vesiculosum","species","328912","","Clathrodictyon vesiculosum","species","328912","Sheinwoodian","","432.9","430.6","6128"
"152678","occ","","","13597","Clathrodictyon striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Sheinwoodian","","432.9","430.6","6128"
"152774","occ","","","13598","Clathrodictyon striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Sheinwoodian","","432.9","430.6","6128"
"154008","occ","","","13669","Clathrodictyon striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Sheinwoodian","","432.9","430.6","6128"
"157522","occ","","","13957","Plexodictyon latilaminatum","genus","3417","species not entered","Plexodictyon","genus","3417","Pridoli","","422.7","419.62","6176"
"157527","occ","","","13958","Ecclimadictyon quasifastigiatum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Pridoli","","422.7","419.62","6176"
"157528","occ","","","13958","Plexodictyon latilaminatum","genus","3417","species not entered","Plexodictyon","genus","3417","Pridoli","","422.7","419.62","6176"
"157530","occ","","","13958","Gerronostroma concentricum","genus","3383","species not entered","Gerronostroma","genus","3383","Pridoli","","422.7","419.62","6176"
"157600","occ","","","13961","Plexodictyon latilaminatum","genus","3417","species not entered","Plexodictyon","genus","3417","Pridoli","","422.7","419.62","6176"
"161689","occ","","","14272","Ecclimadictyon robustum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Homerian","","430.6","426.7","6308"
"161697","occ","","","14272","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Homerian","","430.6","426.7","6308"
"161709","occ","","","14273","Ecclimadictyon robustum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Homerian","","430.6","426.7","6308"
"161711","occ","","","14273","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Homerian","","430.6","426.7","6308"
"161903","occ","","","14300","Ecclimadictyon robustum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Sheinwoodian","","432.9","430.6","6308"
"205932","occ","","","22964","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Aeronian","","440.5","438.6","6611"
"205933","occ","","","22964","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Aeronian","","440.5","438.6","6611"
"205935","occ","","","22964","Stelodictyon sp.","genus","3437","","Stelodictyon","genus","3437","Aeronian","","440.5","438.6","6611"
"207119","occ","","","23057","Clathrodictyon striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Homerian","","430.6","426.7","6632"
"207120","occ","","","23057","Clathrodictyon vesiculosum","species","328912","","Clathrodictyon vesiculosum","species","328912","Homerian","","430.6","426.7","6632"
"207124","occ","","","23057","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Homerian","","430.6","426.7","6632"
"207128","occ","","","23057","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Homerian","","430.6","426.7","6632"
"229946","occ","","","23365","Stelodictyon densum","genus","3437","species not entered","Stelodictyon","genus","3437","Wenlock","","432.9","426.7","6695"
"230004","occ","","","23374","Stelodictyon dence","genus","3437","species not entered","Stelodictyon","genus","3437","Ludlow","","426.7","422.7","6695"
"230006","occ","","","23374","Clathrodictyon ex gr. mukschiensis","genus","3359","species not entered","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6695"
"231111","occ","","","23453","Clathrodictyon striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Wenlock","","432.9","426.7","6695"
"231179","occ","","","23458","Clathrodictyon microstriatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Wenlock","","432.9","426.7","6695"
"231248","occ","","","23463","Ecclimadictyon virgosum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Ludlow","","426.7","422.7","6695"
"231260","occ","","","23466","Ecclimadictyon virgosum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Ludlow","","426.7","422.7","6695"
"231348","occ","","","23468","Clathrodictyon mohicanum","genus","3359","species not entered","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6695"
"231405","occ","","","23478","Actinodictyon mica","genus","3340","species not entered","Actinodictyon","genus","3340","Ludlow","","426.7","422.7","6695"
"231512","occ","","","23484","Plexodictyon savaliensis","genus","3417","species not entered","Plexodictyon","genus","3417","Pridoli","","422.7","419.62","6695"
"231703","occ","","","23495","Actinodictyon yavorskii","genus","3340","species not entered","Actinodictyon","genus","3340","Sheinwoodian","","432.9","430.6","6713"
"231704","occ","","","23495","Ecclimadictyon magnum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Sheinwoodian","","432.9","430.6","6713"
"231705","occ","","","23495","Actinodictyon tschernovi","genus","3340","species not entered","Actinodictyon","genus","3340","Sheinwoodian","","432.9","430.6","6713"
"231707","occ","","","23495","Neobeatricea cylindriforme","genus","3403","species not entered","Neobeatricea","genus","3403","Sheinwoodian","","432.9","430.6","6713"
"231726","occ","","","23496","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Sheinwoodian","","432.9","430.6","6713"
"231770","occ","","","23498","Ecclimadictyon cystosum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Sheinwoodian","","432.9","430.6","6713"
"231772","occ","","","23498","Ecclimadictyon magnum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Sheinwoodian","","432.9","430.6","6713"
"231773","occ","","","23498","Neobeatricea cylindriformis","genus","3403","species not entered","Neobeatricea","genus","3403","Sheinwoodian","","432.9","430.6","6713"
"231796","occ","","","23499","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Sheinwoodian","","432.9","430.6","6713"
"231830","occ","","","23500","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Homerian","Gorstian","430.6","425","6713"
"231843","occ","","","23500","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Homerian","Gorstian","430.6","425","6713"
"235193","occ","","","23637","Plexodictyon sp.","genus","3417","","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6713"
"235194","occ","","","23637","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6713"
"235227","occ","","","23638","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6713"
"237400","occ","","","23697","Gerronodictyon incisum","genus","3382","species not entered","Gerronodictyon","genus","3382","Wenlock","","432.9","426.7","6753"
"237403","occ","","","23697","Ecclimadictyon robustum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6753"
"237404","occ","","","23697","Ecclimadictyon nikiforovae","genus","3375","species not entered","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6753"
"237405","occ","","","23697","Ecclimadictyon explanatum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6753"
"237407","occ","","","23698","Ecclimadictyon nikiforovae","genus","3375","species not entered","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6753"
"237408","occ","","","23698","Ecclimadictyon tchernovi","genus","3375","species not entered","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6753"
"237795","occ","","","23709","Stelodictyon iniquum","genus","3437","species not entered","Stelodictyon","genus","3437","Ludlow","","426.7","422.7","6753"
"237796","occ","","","23709","Ecclimadictyon robustum","genus","3375","species not entered","Ecclimadictyon","genus","3375","Ludlow","","426.7","422.7","6753"
"237797","occ","","","23709","Gerronodictyon incisum","genus","3382","species not entered","Gerronodictyon","genus","3382","Ludlow","","426.7","422.7","6753"
"237813","occ","","","23712","Plexodictyon latilaminatum","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"237814","occ","","","23712","Plexodictyon savaliense","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"237829","occ","","","23714","Plexodictyon savaliense","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"237830","occ","","","23714","Clathrodictyon mohicanum","genus","3359","species not entered","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6753"
"237831","occ","","","23714","Actinodictyon cf. mica","genus","3340","species not entered","Actinodictyon","genus","3340","Ludlow","","426.7","422.7","6753"
"237832","occ","","","23714","Actinodictyon flexibilis","genus","3340","species not entered","Actinodictyon","genus","3340","Ludlow","","426.7","422.7","6753"
"237834","occ","","","23714","Gerronostroma indetum","genus","3383","species not entered","Gerronostroma","genus","3383","Ludlow","","426.7","422.7","6753"
"237866","occ","","","23719","Gerronostroma concentricum","genus","3383","species not entered","Gerronostroma","genus","3383","Pridoli","","422.7","419.62","6753"
"237867","occ","","","23719","Gerronostroma magnificum","genus","3383","species not entered","Gerronostroma","genus","3383","Pridoli","","422.7","419.62","6753"
"237898","occ","","","23722","Gerronostroma concentricum","genus","3383","species not entered","Gerronostroma","genus","3383","Pridoli","","422.7","419.62","6753"
"237899","occ","","","23722","Plexodictyon vaigatschense","genus","3417","species not entered","Plexodictyon","genus","3417","Pridoli","","422.7","419.62","6753"
"237931","occ","","","23725","Coenellostroma tabulatum","genus","108054","species not entered","Coenellostroma","genus","108054","Lochkovian","","419.62","413.02","6753"
"237947","occ","","","23730","Plexodictyon sp.","genus","3417","","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"237948","occ","","","23730","? Actinodictyon sp.","genus","3340","","Actinodictyon","genus","3340","Ludlow","","426.7","422.7","6753"
"237959","occ","","","23734","Plexodictyon sp.","genus","3417","","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"237960","occ","","","23734","Actinodictyon sp.","genus","3340","","Actinodictyon","genus","3340","Ludlow","","426.7","422.7","6753"
"238065","occ","","","23747","Clathrodictyon mochicanum","genus","3359","species not entered","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6753"
"238066","occ","","","23747","Plexodictyon savaliense","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"238084","occ","","","23749","Plexodictyon latilaminatum","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"238085","occ","","","23749","Plexodictyon savaliensis","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"238629","occ","","","23772","Stelodictyon sp.","genus","3437","","Stelodictyon","genus","3437","Wenlock","","432.9","426.7","6753"
"238630","occ","","","23772","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6753"
"244837","occ","","","24014","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Wenlock","","432.9","426.7","6795"
"248526","occ","","","24253","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Caradoc","Ashgill","458.2","443.1","6859"
"248527","occ","","","24253","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Caradoc","Ashgill","458.2","443.1","6859"
"248538","occ","","","24252","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Caradoc","Ashgill","458.2","443.1","6859"
"248540","occ","","","24252","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Caradoc","Ashgill","458.2","443.1","6859"
"249994","occ","","","24343","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"249996","occ","","","24347","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"250122","occ","","","24371","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"250134","occ","","","24373","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"250136","occ","","","24374","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"250386","occ","","","24384","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Richmondian","Gamachian","449.6","443.1","6866"
"250396","occ","","","24386","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"251163","occ","","","24443","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Hirnantian","","445.2","443.1","6866"
"251165","occ","","","24444","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Hirnantian","","445.2","443.1","6866"
"251170","occ","","","24445","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Ashgill","","449.5","443.1","6866"
"251172","occ","","","24446","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Gamachian","","445.5","443.1","6866"
"254776","occ","","","24737","Atelodictyon sp.","genus","3349","","Atelodictyon","genus","3349","Lochkovian","Pragian","419.62","410.62","6753"
"254832","occ","","","24739","Intexodictyon sp.","genus","3393","","Intexodictyon","genus","3393","Lochkovian","","419.62","413.02","6753"
"254978","occ","","","24745","Gerronostroma sp.","genus","3383","","Gerronostroma","genus","3383","Pridoli","","422.7","419.62","6753"
"255008","occ","","","24747","Plexodictyon sp.","genus","3417","","Plexodictyon","genus","3417","Pridoli","","422.7","419.62","6753"
"255009","occ","","","24747","Gerronostroma sp.","genus","3383","","Gerronostroma","genus","3383","Pridoli","","422.7","419.62","6753"
"255104","occ","","","24763","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Wenlock","","432.9","426.7","6753"
"255147","occ","","","24772","Clathrodictyon mochicanum","genus","3359","species not entered","Clathrodictyon","genus","3359","Ludlow","","426.7","422.7","6753"
"255148","occ","","","24772","Plexodictyon savaliense","genus","3417","species not entered","Plexodictyon","genus","3417","Ludlow","","426.7","422.7","6753"
"258497","occ","","","25041","Ecclimadictyon fastigiatum","species","328915","","Ecclimadictyon fastigiatum","species","328914","Llandovery","","443.1","432.9","7006"
"258572","occ","","","25044","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Wenlock","","432.9","426.7","7006"
"261361","occ","","","25253","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Telychian","","438.6","432.9","7071"
"261362","occ","","","25253","Petridiostroma sp.","genus","54182","","Petridiostroma","genus","54182","Telychian","","438.6","432.9","7071"
"261374","occ","","","25251","Clathrodictyon vesiculosum","species","328912","","Clathrodictyon vesiculosum","species","328912","Telychian","","438.6","432.9","7071"
"261375","occ","","","25251","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Telychian","","438.6","432.9","7071"
"261376","occ","","","25251","Petridiostroma sp.","genus","54182","","Petridiostroma","genus","54182","Telychian","","438.6","432.9","7071"
"261386","occ","","","25250","Clathrodictyon sp.","genus","3359","","Clathrodictyon","genus","3359","Telychian","","438.6","432.9","7071"
"261387","occ","","","25250","Petridiostroma sp.","genus","54182","","Petridiostroma","genus","54182","Telychian","","438.6","432.9","7071"
"261389","occ","","","25250","Ecclimadictyon sp.","genus","3375","","Ecclimadictyon","genus","3375","Telychian","","438.6","432.9","7071"
"261640","occ","","","25262","Clathrostroma cf. jukkense","genus","3360","species not entered","Gerronostroma","genus","3383","Middle Famennian","","368.5","365.2","7081"
"261641","occ","","","25262","Gerronostroma sp.","genus","3383","","Gerronostroma","genus","3383","Middle Famennian","","368.5","365.2","7081"
"261670","occ","","","25263","Anostylostroma ponderosum","genus","3347","species not entered","Anostylostroma","genus","3347","Frasnian","","382.31","372.15","7082"
"262434","occ","","","25364","Gerronostroma lemniscum","genus","3383","species not entered","Gerronostroma","genus","3383","Eifelian","","393.47","387.95","7100"
"262487","occ","","","25365","Gerronostroma lemniscum","genus","3383","species not entered","Gerronostroma","genus","3383","Eifelian","","393.47","387.95","7100"
"262553","occ","","","25368","Gerronostroma lemniscum","genus","3383","species not entered","Gerronostroma","genus","3383","Eifelian","","393.47","387.95","7100"
"266732","occ","","","25642","Clathrodictyon delicatulum","species","192917","","Clathrodictyon delicatulum","species","192917","Gorstian","","426.7","425","7152"
"266733","occ","","","25642","Clathrodictyon tenuis","genus","3359","species not entered","Clathrodictyon","genus","3359","Gorstian","","426.7","425","7152"
"266734","occ","","","25642","Actinodictyon keelei","genus","3340","species not entered","Actinodictyon","genus","3340","Gorstian","","426.7","425","7152"
"266737","occ","","","25642","Anostylostroma conjugatum","genus","3347","species not entered","Anostylostroma","genus","3347","Gorstian","","426.7","425","7152"
"267417","occ","","","25688","Plexodictyon hattonense n. sp.","genus","3417","species not entered","Plexodictyon","genus","3417","Gorstian","","426.7","425","7160"
"267418","occ","","","25688","Intexodictyon perplexum","species","208198","","Intexodictyon perplexum","species","208198","Gorstian","","426.7","425","7160"
"267419","occ","","","25688","Anostylostroma conjugatum","genus","3347","species not entered","Anostylostroma","genus","3347","Gorstian","","426.7","425","7160"
"267420","occ","","","25688","Anostylostroma furcatum","genus","3347","species not entered","Anostylostroma","genus","3347","Gorstian","","426.7","425","7160"
"269066","occ","","","25785","Anostylostroma clarum","genus","3347","species not entered","Anostylostroma","genus","3347","Emsian","","410.62","393.47","7185"
"276646","occ","","","26366","Clathrodictyon cf. striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"276653","occ","","","26367","Clathrodictyon cf. striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"277009","occ","","","26419","Clathrodictyon cf. striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"277058","occ","","","26444","Clathrodictyon drummondense","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"277068","occ","","","26445","Clathrodictyon drummondense","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"277110","occ","","","26451","Clathrodictyon cf. striatellum","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"278545","occ","","","26635","Clathrodictyon cf. drummondense","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"278976","occ","","","26664","cf. Clathrodictyon cytosum","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"279119","occ","","","26662","Clathrodictyon cystosum","genus","3359","species not entered","Clathrodictyon","genus","3359","Telychian","Wenlock","438.6","426.7","7270"
"279120","occ","","","26662","Clathrodictyon fastigiatum","species","328914","recombined as","Ecclimadictyon fastigiatum","species","328914","Telychian","Wenlock","438.6","426.7","7270"
"279131","occ","","","26675","cf. Actinodictyon keelei","genus","3340","species not entered","Actinodictyon","genus","3340","Telychian","Wenlock","438.6","426.7","7270"
"279140","occ","","","26676","Actinodictyon keelei","genus","3340","species not entered","Actinodictyon","genus","3340","Telychian","Wenlock","438.6","426.7","7270"
